id,phase_code,phase_label,cargo_code,cargo_label,trigger_code,trigger_label,context_code,context_label,text,eusotrip_coverage,eusotrip_evidence,uber_freight,cloudtrucks,severity,gap_note
S-06-10-10-C,06,Dispatch communication,10,Oversized / overweight,10,HOS violation risk,C,Catalyst-managed,[Dispatch communication] · Oversized / overweight · HOS violation risk · Catalyst-managed: a shipper and driver execute the dispatch communication step on a oversized / overweight load while hos violation risk unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-06-10-10-D,06,Dispatch communication,10,Oversized / overweight,10,HOS violation risk,D,Multi-stop / chain,[Dispatch communication] · Oversized / overweight · HOS violation risk · Multi-stop / chain: a shipper and driver execute the dispatch communication step on a oversized / overweight load while hos violation risk unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-01-A,07,Document exchange,01,Dry van,01,Happy path,A,Direct shipper→driver,[Document exchange] · Dry van · Happy path · Direct shipper→driver: a shipper and driver execute the document exchange step on a dry van load while happy path unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-01-B,07,Document exchange,01,Dry van,01,Happy path,B,Broker-routed,[Document exchange] · Dry van · Happy path · Broker-routed: a shipper and driver execute the document exchange step on a dry van load while happy path unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-01-C,07,Document exchange,01,Dry van,01,Happy path,C,Catalyst-managed,[Document exchange] · Dry van · Happy path · Catalyst-managed: a shipper and driver execute the document exchange step on a dry van load while happy path unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-01-D,07,Document exchange,01,Dry van,01,Happy path,D,Multi-stop / chain,[Document exchange] · Dry van · Happy path · Multi-stop / chain: a shipper and driver execute the document exchange step on a dry van load while happy path unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-02-A,07,Document exchange,01,Dry van,02,Weather delay,A,Direct shipper→driver,[Document exchange] · Dry van · Weather delay · Direct shipper→driver: a shipper and driver execute the document exchange step on a dry van load while weather delay unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-02-B,07,Document exchange,01,Dry van,02,Weather delay,B,Broker-routed,[Document exchange] · Dry van · Weather delay · Broker-routed: a shipper and driver execute the document exchange step on a dry van load while weather delay unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-02-C,07,Document exchange,01,Dry van,02,Weather delay,C,Catalyst-managed,[Document exchange] · Dry van · Weather delay · Catalyst-managed: a shipper and driver execute the document exchange step on a dry van load while weather delay unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-02-D,07,Document exchange,01,Dry van,02,Weather delay,D,Multi-stop / chain,[Document exchange] · Dry van · Weather delay · Multi-stop / chain: a shipper and driver execute the document exchange step on a dry van load while weather delay unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-03-A,07,Document exchange,01,Dry van,03,Mechanical breakdown,A,Direct shipper→driver,[Document exchange] · Dry van · Mechanical breakdown · Direct shipper→driver: a shipper and driver execute the document exchange step on a dry van load while mechanical breakdown unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-03-B,07,Document exchange,01,Dry van,03,Mechanical breakdown,B,Broker-routed,[Document exchange] · Dry van · Mechanical breakdown · Broker-routed: a shipper and driver execute the document exchange step on a dry van load while mechanical breakdown unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-03-C,07,Document exchange,01,Dry van,03,Mechanical breakdown,C,Catalyst-managed,[Document exchange] · Dry van · Mechanical breakdown · Catalyst-managed: a shipper and driver execute the document exchange step on a dry van load while mechanical breakdown unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-03-D,07,Document exchange,01,Dry van,03,Mechanical breakdown,D,Multi-stop / chain,[Document exchange] · Dry van · Mechanical breakdown · Multi-stop / chain: a shipper and driver execute the document exchange step on a dry van load while mechanical breakdown unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-04-A,07,Document exchange,01,Dry van,04,Traffic / road closure,A,Direct shipper→driver,[Document exchange] · Dry van · Traffic / road closure · Direct shipper→driver: a shipper and driver execute the document exchange step on a dry van load while traffic / road closure unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-04-B,07,Document exchange,01,Dry van,04,Traffic / road closure,B,Broker-routed,[Document exchange] · Dry van · Traffic / road closure · Broker-routed: a shipper and driver execute the document exchange step on a dry van load while traffic / road closure unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-04-C,07,Document exchange,01,Dry van,04,Traffic / road closure,C,Catalyst-managed,[Document exchange] · Dry van · Traffic / road closure · Catalyst-managed: a shipper and driver execute the document exchange step on a dry van load while traffic / road closure unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-04-D,07,Document exchange,01,Dry van,04,Traffic / road closure,D,Multi-stop / chain,[Document exchange] · Dry van · Traffic / road closure · Multi-stop / chain: a shipper and driver execute the document exchange step on a dry van load while traffic / road closure unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-05-A,07,Document exchange,01,Dry van,05,Accident / incident,A,Direct shipper→driver,[Document exchange] · Dry van · Accident / incident · Direct shipper→driver: a shipper and driver execute the document exchange step on a dry van load while accident / incident unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-05-B,07,Document exchange,01,Dry van,05,Accident / incident,B,Broker-routed,[Document exchange] · Dry van · Accident / incident · Broker-routed: a shipper and driver execute the document exchange step on a dry van load while accident / incident unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-05-C,07,Document exchange,01,Dry van,05,Accident / incident,C,Catalyst-managed,[Document exchange] · Dry van · Accident / incident · Catalyst-managed: a shipper and driver execute the document exchange step on a dry van load while accident / incident unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-05-D,07,Document exchange,01,Dry van,05,Accident / incident,D,Multi-stop / chain,[Document exchange] · Dry van · Accident / incident · Multi-stop / chain: a shipper and driver execute the document exchange step on a dry van load while accident / incident unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-06-A,07,Document exchange,01,Dry van,06,Customs hold,A,Direct shipper→driver,[Document exchange] · Dry van · Customs hold · Direct shipper→driver: a shipper and driver execute the document exchange step on a dry van load while customs hold unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-06-B,07,Document exchange,01,Dry van,06,Customs hold,B,Broker-routed,[Document exchange] · Dry van · Customs hold · Broker-routed: a shipper and driver execute the document exchange step on a dry van load while customs hold unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-06-C,07,Document exchange,01,Dry van,06,Customs hold,C,Catalyst-managed,[Document exchange] · Dry van · Customs hold · Catalyst-managed: a shipper and driver execute the document exchange step on a dry van load while customs hold unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-06-D,07,Document exchange,01,Dry van,06,Customs hold,D,Multi-stop / chain,[Document exchange] · Dry van · Customs hold · Multi-stop / chain: a shipper and driver execute the document exchange step on a dry van load while customs hold unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-07-A,07,Document exchange,01,Dry van,07,Missed appointment,A,Direct shipper→driver,[Document exchange] · Dry van · Missed appointment · Direct shipper→driver: a shipper and driver execute the document exchange step on a dry van load while missed appointment unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-07-B,07,Document exchange,01,Dry van,07,Missed appointment,B,Broker-routed,[Document exchange] · Dry van · Missed appointment · Broker-routed: a shipper and driver execute the document exchange step on a dry van load while missed appointment unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-07-C,07,Document exchange,01,Dry van,07,Missed appointment,C,Catalyst-managed,[Document exchange] · Dry van · Missed appointment · Catalyst-managed: a shipper and driver execute the document exchange step on a dry van load while missed appointment unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-07-D,07,Document exchange,01,Dry van,07,Missed appointment,D,Multi-stop / chain,[Document exchange] · Dry van · Missed appointment · Multi-stop / chain: a shipper and driver execute the document exchange step on a dry van load while missed appointment unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-08-A,07,Document exchange,01,Dry van,08,Document defect,A,Direct shipper→driver,[Document exchange] · Dry van · Document defect · Direct shipper→driver: a shipper and driver execute the document exchange step on a dry van load while document defect unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-08-B,07,Document exchange,01,Dry van,08,Document defect,B,Broker-routed,[Document exchange] · Dry van · Document defect · Broker-routed: a shipper and driver execute the document exchange step on a dry van load while document defect unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-08-C,07,Document exchange,01,Dry van,08,Document defect,C,Catalyst-managed,[Document exchange] · Dry van · Document defect · Catalyst-managed: a shipper and driver execute the document exchange step on a dry van load while document defect unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-08-D,07,Document exchange,01,Dry van,08,Document defect,D,Multi-stop / chain,[Document exchange] · Dry van · Document defect · Multi-stop / chain: a shipper and driver execute the document exchange step on a dry van load while document defect unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-09-A,07,Document exchange,01,Dry van,09,Route deviation,A,Direct shipper→driver,[Document exchange] · Dry van · Route deviation · Direct shipper→driver: a shipper and driver execute the document exchange step on a dry van load while route deviation unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-09-B,07,Document exchange,01,Dry van,09,Route deviation,B,Broker-routed,[Document exchange] · Dry van · Route deviation · Broker-routed: a shipper and driver execute the document exchange step on a dry van load while route deviation unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-09-C,07,Document exchange,01,Dry van,09,Route deviation,C,Catalyst-managed,[Document exchange] · Dry van · Route deviation · Catalyst-managed: a shipper and driver execute the document exchange step on a dry van load while route deviation unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-09-D,07,Document exchange,01,Dry van,09,Route deviation,D,Multi-stop / chain,[Document exchange] · Dry van · Route deviation · Multi-stop / chain: a shipper and driver execute the document exchange step on a dry van load while route deviation unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-10-A,07,Document exchange,01,Dry van,10,HOS violation risk,A,Direct shipper→driver,[Document exchange] · Dry van · HOS violation risk · Direct shipper→driver: a shipper and driver execute the document exchange step on a dry van load while hos violation risk unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-10-B,07,Document exchange,01,Dry van,10,HOS violation risk,B,Broker-routed,[Document exchange] · Dry van · HOS violation risk · Broker-routed: a shipper and driver execute the document exchange step on a dry van load while hos violation risk unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-10-C,07,Document exchange,01,Dry van,10,HOS violation risk,C,Catalyst-managed,[Document exchange] · Dry van · HOS violation risk · Catalyst-managed: a shipper and driver execute the document exchange step on a dry van load while hos violation risk unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-01-10-D,07,Document exchange,01,Dry van,10,HOS violation risk,D,Multi-stop / chain,[Document exchange] · Dry van · HOS violation risk · Multi-stop / chain: a shipper and driver execute the document exchange step on a dry van load while hos violation risk unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-01-A,07,Document exchange,02,Reefer,01,Happy path,A,Direct shipper→driver,[Document exchange] · Reefer · Happy path · Direct shipper→driver: a shipper and driver execute the document exchange step on a reefer load while happy path unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-01-B,07,Document exchange,02,Reefer,01,Happy path,B,Broker-routed,[Document exchange] · Reefer · Happy path · Broker-routed: a shipper and driver execute the document exchange step on a reefer load while happy path unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-01-C,07,Document exchange,02,Reefer,01,Happy path,C,Catalyst-managed,[Document exchange] · Reefer · Happy path · Catalyst-managed: a shipper and driver execute the document exchange step on a reefer load while happy path unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-01-D,07,Document exchange,02,Reefer,01,Happy path,D,Multi-stop / chain,[Document exchange] · Reefer · Happy path · Multi-stop / chain: a shipper and driver execute the document exchange step on a reefer load while happy path unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-02-A,07,Document exchange,02,Reefer,02,Weather delay,A,Direct shipper→driver,[Document exchange] · Reefer · Weather delay · Direct shipper→driver: a shipper and driver execute the document exchange step on a reefer load while weather delay unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-02-B,07,Document exchange,02,Reefer,02,Weather delay,B,Broker-routed,[Document exchange] · Reefer · Weather delay · Broker-routed: a shipper and driver execute the document exchange step on a reefer load while weather delay unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-02-C,07,Document exchange,02,Reefer,02,Weather delay,C,Catalyst-managed,[Document exchange] · Reefer · Weather delay · Catalyst-managed: a shipper and driver execute the document exchange step on a reefer load while weather delay unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-02-D,07,Document exchange,02,Reefer,02,Weather delay,D,Multi-stop / chain,[Document exchange] · Reefer · Weather delay · Multi-stop / chain: a shipper and driver execute the document exchange step on a reefer load while weather delay unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-03-A,07,Document exchange,02,Reefer,03,Mechanical breakdown,A,Direct shipper→driver,[Document exchange] · Reefer · Mechanical breakdown · Direct shipper→driver: a shipper and driver execute the document exchange step on a reefer load while mechanical breakdown unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-03-B,07,Document exchange,02,Reefer,03,Mechanical breakdown,B,Broker-routed,[Document exchange] · Reefer · Mechanical breakdown · Broker-routed: a shipper and driver execute the document exchange step on a reefer load while mechanical breakdown unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-03-C,07,Document exchange,02,Reefer,03,Mechanical breakdown,C,Catalyst-managed,[Document exchange] · Reefer · Mechanical breakdown · Catalyst-managed: a shipper and driver execute the document exchange step on a reefer load while mechanical breakdown unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-03-D,07,Document exchange,02,Reefer,03,Mechanical breakdown,D,Multi-stop / chain,[Document exchange] · Reefer · Mechanical breakdown · Multi-stop / chain: a shipper and driver execute the document exchange step on a reefer load while mechanical breakdown unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-04-A,07,Document exchange,02,Reefer,04,Traffic / road closure,A,Direct shipper→driver,[Document exchange] · Reefer · Traffic / road closure · Direct shipper→driver: a shipper and driver execute the document exchange step on a reefer load while traffic / road closure unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-04-B,07,Document exchange,02,Reefer,04,Traffic / road closure,B,Broker-routed,[Document exchange] · Reefer · Traffic / road closure · Broker-routed: a shipper and driver execute the document exchange step on a reefer load while traffic / road closure unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-04-C,07,Document exchange,02,Reefer,04,Traffic / road closure,C,Catalyst-managed,[Document exchange] · Reefer · Traffic / road closure · Catalyst-managed: a shipper and driver execute the document exchange step on a reefer load while traffic / road closure unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-04-D,07,Document exchange,02,Reefer,04,Traffic / road closure,D,Multi-stop / chain,[Document exchange] · Reefer · Traffic / road closure · Multi-stop / chain: a shipper and driver execute the document exchange step on a reefer load while traffic / road closure unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-05-A,07,Document exchange,02,Reefer,05,Accident / incident,A,Direct shipper→driver,[Document exchange] · Reefer · Accident / incident · Direct shipper→driver: a shipper and driver execute the document exchange step on a reefer load while accident / incident unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-05-B,07,Document exchange,02,Reefer,05,Accident / incident,B,Broker-routed,[Document exchange] · Reefer · Accident / incident · Broker-routed: a shipper and driver execute the document exchange step on a reefer load while accident / incident unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-05-C,07,Document exchange,02,Reefer,05,Accident / incident,C,Catalyst-managed,[Document exchange] · Reefer · Accident / incident · Catalyst-managed: a shipper and driver execute the document exchange step on a reefer load while accident / incident unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-05-D,07,Document exchange,02,Reefer,05,Accident / incident,D,Multi-stop / chain,[Document exchange] · Reefer · Accident / incident · Multi-stop / chain: a shipper and driver execute the document exchange step on a reefer load while accident / incident unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-06-A,07,Document exchange,02,Reefer,06,Customs hold,A,Direct shipper→driver,[Document exchange] · Reefer · Customs hold · Direct shipper→driver: a shipper and driver execute the document exchange step on a reefer load while customs hold unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-06-B,07,Document exchange,02,Reefer,06,Customs hold,B,Broker-routed,[Document exchange] · Reefer · Customs hold · Broker-routed: a shipper and driver execute the document exchange step on a reefer load while customs hold unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-06-C,07,Document exchange,02,Reefer,06,Customs hold,C,Catalyst-managed,[Document exchange] · Reefer · Customs hold · Catalyst-managed: a shipper and driver execute the document exchange step on a reefer load while customs hold unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-06-D,07,Document exchange,02,Reefer,06,Customs hold,D,Multi-stop / chain,[Document exchange] · Reefer · Customs hold · Multi-stop / chain: a shipper and driver execute the document exchange step on a reefer load while customs hold unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-07-A,07,Document exchange,02,Reefer,07,Missed appointment,A,Direct shipper→driver,[Document exchange] · Reefer · Missed appointment · Direct shipper→driver: a shipper and driver execute the document exchange step on a reefer load while missed appointment unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-07-B,07,Document exchange,02,Reefer,07,Missed appointment,B,Broker-routed,[Document exchange] · Reefer · Missed appointment · Broker-routed: a shipper and driver execute the document exchange step on a reefer load while missed appointment unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-07-C,07,Document exchange,02,Reefer,07,Missed appointment,C,Catalyst-managed,[Document exchange] · Reefer · Missed appointment · Catalyst-managed: a shipper and driver execute the document exchange step on a reefer load while missed appointment unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-07-D,07,Document exchange,02,Reefer,07,Missed appointment,D,Multi-stop / chain,[Document exchange] · Reefer · Missed appointment · Multi-stop / chain: a shipper and driver execute the document exchange step on a reefer load while missed appointment unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-08-A,07,Document exchange,02,Reefer,08,Document defect,A,Direct shipper→driver,[Document exchange] · Reefer · Document defect · Direct shipper→driver: a shipper and driver execute the document exchange step on a reefer load while document defect unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-08-B,07,Document exchange,02,Reefer,08,Document defect,B,Broker-routed,[Document exchange] · Reefer · Document defect · Broker-routed: a shipper and driver execute the document exchange step on a reefer load while document defect unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-08-C,07,Document exchange,02,Reefer,08,Document defect,C,Catalyst-managed,[Document exchange] · Reefer · Document defect · Catalyst-managed: a shipper and driver execute the document exchange step on a reefer load while document defect unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-08-D,07,Document exchange,02,Reefer,08,Document defect,D,Multi-stop / chain,[Document exchange] · Reefer · Document defect · Multi-stop / chain: a shipper and driver execute the document exchange step on a reefer load while document defect unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-09-A,07,Document exchange,02,Reefer,09,Route deviation,A,Direct shipper→driver,[Document exchange] · Reefer · Route deviation · Direct shipper→driver: a shipper and driver execute the document exchange step on a reefer load while route deviation unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-09-B,07,Document exchange,02,Reefer,09,Route deviation,B,Broker-routed,[Document exchange] · Reefer · Route deviation · Broker-routed: a shipper and driver execute the document exchange step on a reefer load while route deviation unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-09-C,07,Document exchange,02,Reefer,09,Route deviation,C,Catalyst-managed,[Document exchange] · Reefer · Route deviation · Catalyst-managed: a shipper and driver execute the document exchange step on a reefer load while route deviation unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-09-D,07,Document exchange,02,Reefer,09,Route deviation,D,Multi-stop / chain,[Document exchange] · Reefer · Route deviation · Multi-stop / chain: a shipper and driver execute the document exchange step on a reefer load while route deviation unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-10-A,07,Document exchange,02,Reefer,10,HOS violation risk,A,Direct shipper→driver,[Document exchange] · Reefer · HOS violation risk · Direct shipper→driver: a shipper and driver execute the document exchange step on a reefer load while hos violation risk unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-10-B,07,Document exchange,02,Reefer,10,HOS violation risk,B,Broker-routed,[Document exchange] · Reefer · HOS violation risk · Broker-routed: a shipper and driver execute the document exchange step on a reefer load while hos violation risk unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-10-C,07,Document exchange,02,Reefer,10,HOS violation risk,C,Catalyst-managed,[Document exchange] · Reefer · HOS violation risk · Catalyst-managed: a shipper and driver execute the document exchange step on a reefer load while hos violation risk unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-02-10-D,07,Document exchange,02,Reefer,10,HOS violation risk,D,Multi-stop / chain,[Document exchange] · Reefer · HOS violation risk · Multi-stop / chain: a shipper and driver execute the document exchange step on a reefer load while hos violation risk unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-03-01-A,07,Document exchange,03,Flatbed,01,Happy path,A,Direct shipper→driver,[Document exchange] · Flatbed · Happy path · Direct shipper→driver: a shipper and driver execute the document exchange step on a flatbed load while happy path unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-03-01-B,07,Document exchange,03,Flatbed,01,Happy path,B,Broker-routed,[Document exchange] · Flatbed · Happy path · Broker-routed: a shipper and driver execute the document exchange step on a flatbed load while happy path unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-03-01-C,07,Document exchange,03,Flatbed,01,Happy path,C,Catalyst-managed,[Document exchange] · Flatbed · Happy path · Catalyst-managed: a shipper and driver execute the document exchange step on a flatbed load while happy path unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-03-01-D,07,Document exchange,03,Flatbed,01,Happy path,D,Multi-stop / chain,[Document exchange] · Flatbed · Happy path · Multi-stop / chain: a shipper and driver execute the document exchange step on a flatbed load while happy path unfolds in a multi-stop / chain arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-03-02-A,07,Document exchange,03,Flatbed,02,Weather delay,A,Direct shipper→driver,[Document exchange] · Flatbed · Weather delay · Direct shipper→driver: a shipper and driver execute the document exchange step on a flatbed load while weather delay unfolds in a direct shipper→driver arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-03-02-B,07,Document exchange,03,Flatbed,02,Weather delay,B,Broker-routed,[Document exchange] · Flatbed · Weather delay · Broker-routed: a shipper and driver execute the document exchange step on a flatbed load while weather delay unfolds in a broker-routed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
S-07-03-02-C,07,Document exchange,03,Flatbed,02,Weather delay,C,Catalyst-managed,[Document exchange] · Flatbed · Weather delay · Catalyst-managed: a shipper and driver execute the document exchange step on a flatbed load while weather delay unfolds in a catalyst-managed arrangement.,PARTIAL,audit pending,?,?,P2,coverage_rules.json not yet hydrated
